cusip,asset_class_type_cd,ISSUER_INDUSTRY,MTG_AMORT_TYPE_LEVEL_FRM_CURR,MTG_TYPE,MTG_PREPAY_TYP,SECURITY_TYP,SECURITY_TYP2,CPN_TYP,MARKET_SECTOR_DES,MTG_COLLAT_TYP,tax_code_c,bank_qualified_i,dated_date_d,capital_purpose_c
014393UG5,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,3/1/15,NEW
015086ND9,MUNIGM,UTL,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,2/25/14,NEW
017357XY5,MUNIGM,UTL,,,,FIXED,,FIXED,Muni,,EXMP,N,10/21/10,REF
02006L5D1,USCORP,BANK,,,,US DOMESTIC,,FIXED,Corp,,,,,
021177NK2,MUNIBQ,GOB,,,,FIXED,,FIXED,Muni,,EXMP,Y,4/24/17,REF
013595TV5,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,10/7/15,NEW
014460JX8,MUNIBQ,GOB,,,,FIXED,,FIXED,Muni,,EXMP,Y,8/1/17,REF
015104TT9,MUNIBQ,GOB,,,,FIXED,,FIXED,Muni,,EXMP,Y,9/15/14,NEW
016249EY6,MUNIBQ,SCD,,,,FIXED,,FIXED,Muni,,EXMP,Y,8/1/09,REF
017357B86,MUNIGM,WTR,,,,FIXED,,FIXED,Muni,,EXMP,N,9/8/16,REF
017519TN9,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,10/27/16,REF
040647DE6,MUNIGM,GEN,,,,FIXED,,FIXED,Muni,,EXMP,N,1/25/11,NEW
040649MC6,MUNIGM,GEN,,,,FIXED,,FIXED,Muni,,EXMP,N,12/18/14,REF
041042ZT2,MUNITAX,GOB,,,,FIXED,,FIXED,Muni,,TAX,N,7/28/16,REF
04108KWY0,MUNIGM,DEV,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,4/1/12,REF
0411862K2,MUNIGM,HGR,,,,FIXED,,FIXED,Muni,,EXMP,N,3/1/13,REF
041186X44,MUNIGM,HGR,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,12/1/12,REF
015086MK4,MUNIGM,UTL,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,11/20/13,NEW
01728VMZ0,MUNIGM,GOB,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,9/7/11,NEW
01728VQB9,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,10/11/12,NEW
017357ZB3,MUNIGM,UTL,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,12/19/13,NEW
017519TL3,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,10/27/16,REF
018106JZ8,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,1/1/16,NEW
02150FAJ9,PLMBS,,100,"SSNR,AS",CPR,Prvt CMO Other,Whole Loan,FIXED,Mtge,AltA35.0,,,,
02152AAP4,PLMBS,,100,"SSNR,AS",CPR,Prvt CMO Other,Whole Loan,FIXED,Mtge,AltA35.4,,,,
021537DY8,MUNIBQ,SCD,,,,FIXED,,FIXED,Muni,,EXMP,Y,6/1/16,REF
023015NH9,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,8/15/07,NEW
02587DY69,USCORP,BANK,,,,US DOMESTIC,,FIXED,Corp,,,,,
026257LS2,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,5/28/08,NEW
0362134G8,MUNIBQ,GOB,,,,FIXED,,FIXED,Muni,,EXMP,Y,12/27/12,REF
0362137M2,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,4/27/17,REF
036323AC7,MUNIGM,HSG,,,,FIXED,,FIXED,Muni,,EXMP,N,11/30/11,NEW
037082BT0,MUNIGM,GEN,,,,FIXED,,FIXED,Muni,,EXMP,N,2/11/15,REF
040507KS3,MUNIGM,MED,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,8/28/08,REF
040688HP1,MUNIGM,WTR,,,,FIXED,,FIXED,Muni,,EXMP,N,4/30/08,NEW
0417904W3,MUNIGM,GOB,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,6/1/08,REF
04184KST3,MUNIGM,WTR,,,,FIXED,,FIXED,Muni,,EXMP,N,6/1/17,NEW
04310LAK6,MUNIBQ,WTR,,,,FIXED,,FIXED,Muni,,EXMP,Y,1/20/10,NEW
043447SY8,MUNIBQ,GOB,,,,FIXED,,FIXED,Muni,,EXMP,Y,6/25/09,REF
052396RT7,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,1/15/08,REF
052396YB8,MUNIBE,GOB,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,9/1/10,NEW
01757LEQ5,MUNIGM,MED,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,5/10/12,REF
02006LVC4,USCORP,BANK,,,,US DOMESTIC,,FIXED,Corp,,,,,
020820DV5,MUNIBQ,SCD,,,,"ZERO COUPON, OID",,"ZERO COUPON, OID",Muni,,EXMP,Y,10/27/99,NEW
021321GS7,MUNIGM,SCD,,,,"ZERO COUPON, OID",,"ZERO COUPON, OID",Muni,,EXMP,N,7/22/99,NEW
02147QAQ5,PLMBS,,100,PAC(11)+,CPR,Prvt CMO Other,Whole Loan,FIXED,Mtge,AltA35.1,,,,
033161N22,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,11/20/13,NEW
033753SD7,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,9/7/17,REF
038699RW6,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,9/28/10,REF
040507KK0,MUNIGM,MED,,,,FIXED,,FIXED,Muni,,EXMP,N,8/28/08,REF
04057phx9,MUNIGM,,,,,,,,,,EXMP,N,8/3/10,REF
04071TEA6,MUNIGM,SCD,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,11/1/15,REF
018106PQ1,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,6/1/17,NEW
020213JV7,MUNIBQ,SCD,,,,FIXED,,FIXED,Muni,,EXMP,Y,6/19/14,REF
02147RAP5,PLMBS,,100,"SEQ,+",CPR,Prvt CMO Other,Whole Loan,FIXED,Mtge,AltA35.0,,,,
02147VAB7,PLMBS,,100,"AD,AS",CPR,Prvt CMO Other,Whole Loan,FIXED,Mtge,AltA34.9,,,,
02149CAG6,PLMBS,,100,"SEQ,AS",CPR,Prvt CMO Other,Whole Loan,FIXED,Mtge,AltA34.9,,,,
011842PT2,MUNIGM,APT,,,,FIXED,,FIXED,Muni,,EXMP,N,3/14/06,NEW
01407QBZ1,MUNIGM,HGR,,,,FIXED,,FIXED,Muni,,EXMP,N,3/30/16,REF
014460JY6,MUNIBQ,GOB,,,,FIXED,,FIXED,Muni,,EXMP,Y,8/1/17,REF
015302L91,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,7/28/11,NEW
01728AX27,MUNIGM,MED,,,,FIXED,,FIXED,Muni,,EXMP,N,3/24/10,REF
01728LDZ2,MUNIGM,APT,,,,FIXED,,FIXED,Muni,,AMT,N,9/15/10,REF
052397BM7,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,10/1/15,NEW
052404MZ0,MUNIGM,HGR,,,,FIXED,,FIXED,Muni,,EXMP,N,4/15/16,REF
054095CJ1,MUNIGM,SCD,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,6/26/08,NEW
05532TFB3,PLMBS,,100,"SC,CSTR+",CPR,Prvt CMO Other,Whole Loan,VARIABLE,Mtge,WH30 5.3,,,,
05532YAS0,PLMBS,,42.1319,"EXCH,SC+",CPR,Prvt CMO FLT,Whole Loan,FLOATING,Mtge,AltAA3.5,,,,
02151UAE6,PLMBS,,100,"SSNR,AS",CPR,Prvt CMO Other,Whole Loan,FIXED,Mtge,AltA14.7,,,,
022168MU9,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,1/28/16,NEW
022447VD5,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,7/1/12,REF
02587DX86,USCORP,BANK,,,,US DOMESTIC,,FIXED,Corp,,,,,
02587DX94,USCORP,BANK,,,,US DOMESTIC,,FIXED,Corp,,,,,
02660TCT8,PLMBS,,29.6252,XRESET+,CPR,Prvt CMO FLT,Whole Loan,FLOATING,Mtge,WHARM3.8,,,,
031411KR1,MUNIBQ,SCD,,,,FIXED,,FIXED,Muni,,EXMP,Y,6/7/17,REF
03255MPA9,MUNIBE,UTL,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,3/10/09,NEW
032645DC4,MUNIBQ,SCD,,,,FIXED,,FIXED,Muni,,EXMP,Y,3/1/10,NEW
032645DZ3,MUNIBQ,SCD,,,,FIXED,,FIXED,Muni,,EXMP,Y,8/15/16,NEW
033393HR3,MUNIBQ,GOB,,,,FIXED,,FIXED,Muni,,EXMP,Y,5/27/16,REF
033717KS7,MUNITAX,BAB,,,,FIXED,,FIXED,Muni,,TAX,N,6/30/10,NEW
018195LS4,MUNITAX,SCD,,,,FIXED,,FIXED,Muni,,TAX,N,8/13/15,REF
02007GBF9,USCORP,BANK,,,,US DOMESTIC,,FIXED,Corp,,,,,
020366EN6,MUNIBQ,SCD,,,,FIXED,,FIXED,Muni,,EXMP,Y,4/27/12,REF
021177NF3,MUNIBQ,GOB,,,,FIXED,,FIXED,Muni,,EXMP,Y,4/24/17,REF
02147YAA3,PLMBS,,100,"FLT,IRC+",CPR,Prvt CMO FLT,Whole Loan,FLOATING,Mtge,AltA35.2,,,,
02149FAD6,PLMBS,,100,"AD,SSNR+",CPR,Prvt CMO Other,Whole Loan,FIXED,Mtge,AltA34.8,,,,
046861XA3,MUNIBQ,GOB,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,Y,5/1/09,REF
047059CT5,MUNIGM,HGR,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,12/15/11,REF
047870CY4,MUNIGM,WTR,,,,FIXED,,FIXED,Muni,,EXMP,N,12/1/01,NEW
050195RA6,MUNIBQ,SCD,,,,FIXED,,FIXED,Muni,,EXMP,Y,1/1/15,REF
052404JK7,MUNIBE,HGR,,,,FIXED,,FIXED,Muni,,EXMP,N,11/1/09,NEW
052430PH2,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,6/21/17,REF
040688LE1,MUNIBE,WTR,,,,FIXED,,FIXED,Muni,,EXMP,N,7/28/10,NEW
040716DR0,MUNIGM,HGR,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,6/1/08,NEW
04108KG77,MUNIGM,EDU,,,,FIXED,,FIXED,Muni,,EXMP,N,6/9/16,REF
04108KUH9,MUNIBE,DEV,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,5/15/09,NEW
0411863R6,MUNIGM,HGR,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,12/1/13,NEW
041186SQ1,MUNIGM,HGR,,,,FIXED,,FIXED,Muni,,EXMP,N,9/15/05,REF
02765UDU5,MUNITAX,PWR,,,,FIXED,,FIXED,Muni,,TAX,N,12/7/10,NEW
030807U90,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,9/27/16,REF
03588E4B6,MUNITAX,BAB,,,,FIXED,,FIXED,Muni,,TAX,N,4/8/10,REF
037015KU7,MUNIBQ,SCD,,,,FIXED,,FIXED,Muni,,EXMP,Y,9/8/15,REF
037082BS2,MUNIGM,GEN,,,,FIXED,,FIXED,Muni,,EXMP,N,2/11/15,REF
03788PRW8,MUNIBQ,GOB,,,,FIXED,,FIXED,Muni,,EXMP,Y,5/15/14,NEW
021460AB6,PLMBS,,100,PAC(11)+,CPR,Prvt CMO Other,Whole Loan,FIXED,Mtge,AltA35.1,,,,
02587CCG3,USCORP,BANK,,,,US DOMESTIC,,FIXED,Corp,,,,,
02587CFF2,USCORP,BANK,,,,US DOMESTIC,,FIXED,Corp,,,,,
02660TCJ0,PLMBS,,100,"STEP,+",CPR,Prvt CMO Other,Whole Loan,STEP,Mtge,WH30 4.8,,,,
02660YAQ5,PLMBS,,7.3541,"FLT,+",CPR,Prvt CMO FLT,Whole Loan,FLOATING,Mtge,WHARM3.5,,,,
02149HAF7,PLMBS,,100,PAC(11)+,CPR,Prvt CMO Other,Whole Loan,FIXED,Mtge,AltA34.7,,,,
02150LAA5,PLMBS,,100,AS,CPR,Prvt CMO Other,Whole Loan,FIXED,Mtge,AltA34.3,,,,
02587CGB0,USCORP,BANK,,,,US DOMESTIC,,FIXED,Corp,,,,,
02587DYM4,USCORP,BANK,,,,US DOMESTIC,,FIXED,Corp,,,,,
02765UBB9,MUNIGM,PWR,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,7/2/08,REF
032879TE8,MUNITAX,SCD,,,,FIXED,,FIXED,Muni,,TAX,N,2/16/16,REF
01728VML1,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,9/7/11,NEW
01757LDF0,MUNIGM,MED,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,5/4/10,REF
021087RZ6,MUNIBE,SCD,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,4/8/09,NEW
02148BAC8,PLMBS,,100,"SEQ,AS",CPR,Prvt CMO Other,Whole Loan,FIXED,Mtge,AltA34.6,,,,
02151AAH3,PLMBS,,100,"SSNR,AS",CPR,Prvt CMO Other,Whole Loan,FIXED,Mtge,AltA34.4,,,,
052476R83,MUNIGM,UTL,,,,FIXED,,FIXED,Muni,,EXMP,N,8/18/15,REF
054095BW3,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,6/26/08,NEW
055030BM1,MUNITAX,GOB,,,,"FIXED, OID",,"FIXED, OID",Muni,,TAX,N,9/23/15,REF
05532MAB3,PLMBS,,100,"SC,SEQ+",CPR,Prvt CMO Other,Whole Loan,VARIABLE,Mtge,WH30 4.9,,,,
05532UAM1,PLMBS,,100,"EXCH,SC+",,Prvt CMO Other,Whole Loan,VARIABLE,Mtge,AltA34.9,,,,
05533NDH4,PLMBS,,18.1725,"SC,CSTR+",,Prvt CMO Other,Whole Loan,VARIABLE,Mtge,AltAA3.6,,,,
041186Y68,MUNIGM,HGR,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,12/1/12,NEW
041431LS4,MUNITAX,GOB,,,,"FIXED, OID",,"FIXED, OID",Muni,,TAX,N,5/9/13,REF
04780NLZ8,MUNITAX,GOB,,,,FIXED,,FIXED,Muni,,TAX,N,10/5/17,NEW
047870ND8,MUNIGM,WTR,,,,FIXED,,FIXED,Muni,,EXMP,N,3/12/15,REF
048483XS5,MUNIBE,SCD,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,10/1/09,NEW
049677GY7,MUNIBE,SCD,,,,FIXED,,FIXED,Muni,,EXMP,Y,3/30/16,NEW
0331612Z2,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,11/19/15,REF
034078JG1,MUNIBQ,SCD,,,,FIXED,,FIXED,Muni,,EXMP,Y,8/1/15,REF
03523TBH0,USCORP,INDUSTRIAL,,,,GLOBAL,,FIXED,Corp,,,,,
035438EG1,MUNITAX,GOB,,,,FIXED,,FIXED,Muni,,TAX,N,2/6/13,NEW
03588HCE4,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,6/14/12,REF
03667PFM9,MUNITAX,GOB,,,,FIXED,,FIXED,Muni,,TAX,N,3/30/17,REF
05541HAN7,PLMBS,,18.2659,"EXCH,SC+",CPR,Prvt CMO Other,Whole Loan,VARIABLE,Mtge,WHARM3.5,,,,
05542RAN4,PLMBS,,23.4644,"SC,CSTR+",CPR,Prvt CMO Other,Whole Loan,VARIABLE,Mtge,AltAA3.8,,,,
05542WAT0,PLMBS,,45.2432,"SC,CSTR+",CPR,Prvt CMO Other,Whole Loan,VARIABLE,Mtge,WHARM3.7,,,,
05565QBT4,USCORP,SPECIAL PURPOSE,,,,YANKEE,,FIXED,Corp,,,,,
057700GG5,MUNIBQ,SCD,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,Y,5/7/09,NEW
059231UH1,MUNIGM,WTR,,,,FIXED,,FIXED,Muni,,EXMP,N,12/3/13,REF
059231YF1,MUNIGM,WTR,,,,FIXED,,FIXED,Muni,,EXMP,N,12/3/14,REF
05946XUC5,PLMBS,,36.8246,"FLT,+",CPR,Prvt CMO FLT,Whole Loan,FLOATING,Mtge,WHARM3.2,,,,
05949ABY5,PLMBS,,,"PT,AS",PSA,Prvt CMO Other,Whole Loan,FIXED,Mtge,WH15 5.1,,,,
05949AZB9,PLMBS,,11.0422,"CSTR,AS",CPR,Prvt CMO Other,Whole Loan,VARIABLE,Mtge,WHARM3.9,,,,
02149VAG4,PLMBS,,100,"SSNR,AS",CPR,Prvt CMO Other,Whole Loan,FIXED,Mtge,AltA34.6,,,,
022029KA9,MUNIBQ,GOB,,,,FIXED,,FIXED,Muni,,EXMP,Y,10/8/14,NEW
022355GJ4,MUNIBQ,GOB,,,,FIXED,,FIXED,Muni,,EXMP,Y,11/15/17,REF
02587CDQ0,USCORP,BANK,,,,US DOMESTIC,,FIXED,Corp,,,,,
02587DNQ7,USCORP,BANK,,,,US DOMESTIC,,FIXED,Corp,,,,,
02765UHJ6,MUNIGM,PWR,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,7/2/08,REF
041186VF1,MUNIGM,HGR,,,,FIXED,,FIXED,Muni,,EXMP,N,6/1/07,REF
0417903D6,MUNIGM,GOB,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,9/15/07,NEW
04184RAH3,MUNIGM,GEN,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,5/14/09,REF
042038EA3,MUNIBQ,GOB,,,,FIXED,,FIXED,Muni,,EXMP,Y,8/19/14,REF
043447TD3,MUNIBQ,GOB,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,Y,6/25/09,REF
047061CE4,MUNIGM,WTR,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,10/29/08,REF
033161QQ6,MUNIGM,GOB,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,8/10/06,NEW
035438HC7,MUNIGM,GOB,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,3/28/17,REF
035555NR8,MUNIGM,WTR,,,,FIXED,,FIXED,Muni,,EXMP,N,4/30/08,NEW
035707KV9,MUNIGM,SCD,,,,"ZERO COUPON, OID",,"ZERO COUPON, OID",Muni,,EXMP,Y,9/15/09,NEW
035771B60,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,5/20/15,REF
03588HDT0,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,6/27/13,REF
050375PU2,MUNITAX,GOB,,,,FIXED,,FIXED,Muni,,TAX,N,9/27/12,REF
050589HC7,MUNIGM,HGR,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,12/29/09,REF
051556EV6,MUNIGM,GEN,,,,FIXED,,FIXED,Muni,,EXMP,N,9/30/09,REF
052023FM5,MUNIBQ,SCD,,,,FIXED,,FIXED,Muni,,EXMP,Y,4/15/14,REF
052396Y36,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,9/1/13,NEW
052397GZ3,MUNITAX,GOB,,,,FIXED,,FIXED,Muni,,TAX,N,10/3/17,NEW
037833BG4,USCORP,INDUSTRIAL,,,,GLOBAL,,FIXED,Corp,,,,,
0381052R2,MUNIGM,GOB,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,11/26/08,NEW
038663GS3,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,6/1/17,NEW
040319UY9,MUNIBQ,SCD,,,,FIXED,,FIXED,Muni,,EXMP,Y,8/15/14,REF
040319VH5,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,8/15/14,NEW
040649KZ7,MUNIBE,TRN,,,,FIXED,,FIXED,Muni,,EXMP,N,10/14/10,NEW
040654WJ0,MUNIGM,TRN,,,,FIXED,,FIXED,Muni,,EXMP,N,1/28/15,REF
041042KK7,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,5/15/07,REF
04108HCD5,MUNIGM,FAC,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,9/22/11,REF
04108KB80,MUNIGM,DEV,,,,FIXED,,FIXED,Muni,,EXMP,N,8/1/14,REF
041186P43,MUNIGM,HGR,,,,FIXED,,FIXED,Muni,,EXMP,N,3/1/12,NEW
041189VW8,MUNIGM,HGR,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,10/1/14,NEW
04057pjw9,MUNIGM,,,,,,,,,,EXMP,N,7/30/15,REF
040716DP4,MUNIGM,HGR,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,6/1/08,NEW
040716HS4,MUNIBQ,HGR,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,Y,1/1/15,REF
04084RAU5,MUNIGM,MED,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,9/15/15,REF
041042NQ1,MUNIBE,GOB,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,6/1/09,NEW
041042TK8,MUNIGM,GOB,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,8/1/12,NEW
042467GN4,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,6/15/06,NEW
04310KAM4,MUNIBQ,GOB,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,Y,10/25/06,NEW
043303FB7,MUNIBQ,SCD,,,,"ZERO COUPON, OID",,"ZERO COUPON, OID",Muni,,EXMP,Y,8/26/08,NEW
043447SX0,MUNIBQ,GOB,,,,FIXED,,FIXED,Muni,,EXMP,Y,6/25/09,REF
046353AB4,USCORP,INDUSTRIAL,,,,GLOBAL,,FIXED,Corp,,,,,
047253LY3,MUNIBQ,SCD,,,,FIXED,,FIXED,Muni,,EXMP,Y,1/21/15,REF
05533FKT7,PLMBS,,3.8948,"EXCH,SC+",CPR,Prvt CMO Other,Whole Loan,VARIABLE,Mtge,WHARM3.5,,,,
05534DAJ4,PLMBS,,24.9434,"EXCH,SC+",CPR,Prvt CMO Other,Whole Loan,VARIABLE,Mtge,WHARM3.6,,,,
05540FAL6,PLMBS,,56.7456,"SC,CSTR+",CPR,Prvt CMO Other,Whole Loan,VARIABLE,Mtge,WHARM3.3,,,,
05753PAN2,MUNIGM,WTR,,,,FIXED,,FIXED,Muni,,EXMP,N,8/9/07,NEW
057849JJ1,MUNIGM,EDU,,,,FIXED,,FIXED,Muni,,EXMP,N,6/6/17,REF
034825SL4,MUNIBQ,SCD,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,Y,6/1/10,NEW
03523TAV0,USCORP,INDUSTRIAL,,,,GLOBAL,,FIXED,Corp,,,,,
036312AC0,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,4/17/14,NEW
03667PEY4,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,3/30/17,REF
03667PFR8,MUNITAX,GOB,,,,FIXED,,FIXED,Muni,,TAX,N,3/30/17,REF
037028TT4,MUNIBQ,SCD,,,,FIXED,,FIXED,Muni,,EXMP,Y,2/1/17,REF
041042WA6,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,11/1/13,NEW
041042ZB1,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,12/1/14,NEW
041042ZJ4,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,3/12/15,REF
0411862P1,MUNIGM,HGR,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,3/1/13,REF
0411865C7,MUNIGM,HGR,,,,FIXED,,FIXED,Muni,,EXMP,N,6/1/15,REF
041186VZ7,MUNIGM,HGR,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,6/1/07,NEW
02150EAA1,PLMBS,,100,PAC(11)+,PSA,Prvt CMO Other,Whole Loan,FIXED,Mtge,AltA34.9,,,,
02150JAU6,PLMBS,,100,"SSNR,AS",CPR,Prvt CMO Other,Whole Loan,FIXED,Mtge,AltA34.6,,,,
02151CAQ9,PLMBS,,100,"SEQ,AS",CPR,Prvt CMO Other,Whole Loan,FIXED,Mtge,AltA34.8,,,,
024885AU9,MUNIGM,GEN,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,3/25/15,REF
02587CCL2,USCORP,BANK,,,,US DOMESTIC,,FIXED,Corp,,,,,
047519FK4,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,3/15/16,REF
047772UT3,MUNIGM,GOB,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,N,11/1/97,NEW
047870NU0,MUNIGM,WTR,,,,FIXED,,FIXED,Muni,,EXMP,N,5/4/17,REF
050625DH2,MUNIBQ,UTL,,,,FIXED,,FIXED,Muni,,EXMP,Y,3/14/13,NEW
051485DB3,MUNIBQ,SCD,,,,FIXED,,FIXED,Muni,,EXMP,Y,12/1/15,REF
052414MQ9,MUNIGM,UTL,,,,FIXED,,FIXED,Muni,,EXMP,N,12/1/12,REF
0331615A4,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,12/7/16,NEW
033285UA3,MUNIGM,WTR,,,,FIXED,,FIXED,Muni,,EXMP,N,12/16/09,REF
034078KX2,MUNIBQ,SCD,,,,FIXED,,FIXED,Muni,,EXMP,Y,2/1/16,REF
035771N34,MUNIGM,GOB,,,,FIXED,,FIXED,Muni,,EXMP,N,7/12/12,REF
0362134H6,MUNIBQ,GOB,,,,FIXED,,FIXED,Muni,,EXMP,Y,12/27/12,REF
03672TAR8,MUNIGM,WTR,,,,FIXED,,FIXED,Muni,,EXMP,N,3/21/07,NEW
05953AAC7,PLMBS,,100,"SC,FLT+",,Prvt CMO FLT,Whole Loan,FLOATING,Mtge,WH30 5.6,,,,
05956UAF3,PLMBS,,0,"EXCH,SC+",CPR,Prvt CMO Other,Whole Loan,VARIABLE,Mtge,WHARM4.0,,,,
066779EM7,MUNIBQ,SCD,,,,FIXED,,FIXED,Muni,,EXMP,Y,4/15/12,REF
067203EN5,MUNITAX,SCD,,,,FIXED,,FIXED,Muni,,TAX,N,6/5/13,REF
06740KJQ1,USCORP,BANK,,,,US DOMESTIC,,FIXED,Corp,,,,,
069560DE7,MUNIBQ,SCD,,,,FIXED,,FIXED,Muni,,EXMP,Y,11/18/15,REF
037082BU7,MUNIGM,GEN,,,,FIXED,,FIXED,Muni,,EXMP,N,2/11/15,REF
037625KU3,MUNIBQ,SCD,,,,FIXED,,FIXED,Muni,,EXMP,Y,12/16/14,REF
038573DV0,MUNIBQ,SCD,,,,"FIXED, OID",,"FIXED, OID",Muni,,EXMP,Y,7/1/11,NEW
038591QL0,MUNIBQ,GOB,,,,FIXED,,FIXED,Muni,,EXMP,Y,5/15/14,NEW
040484DE4,MUNIBE,HGR,,,,FIXED,,FIXED,Muni,,EXMP,N,5/14/09,NEW
04048RFV3,MUNIGM,HGR,,,,FIXED,,FIXED,Muni,,EXMP,N,4/26/12,REF
038663GZ7,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,6/1/17,NEW
040319VV4,MUNIGM,SCD,,,,FIXED,,FIXED,Muni,,EXMP,N,8/15/14,NEW
