cusip,asset_class_type_cd,ISSUER_INDUSTRY,MTG_AMORT_TYPE_LEVEL_FRM_CURR,MTG_TYPE,MTG_PREPAY_TYP,SECURITY_TYP,SECURITY_TYP2,CPN_TYP,MARKET_SECTOR_DES,MTG_COLLAT_TYP,tax_code_c,bank_qualified_i,dated_date_d,capital_purpose_c
31359HTR5,AGYCMOFIXED,,100,PAC(11),PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCL   7,,,,
31359PFV3,AGYCMOFIXED,,100,SEQ,PSA,Agncy CMO Other,CMO,FIXED,Mtge,G2SF 7.5,,,,
3136AJFJ0,AGYCMOFIXED,,100,"SC,AD,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNJMC3.5,,,,
3136AJJ23,AGYCMOFIXED,,100,SEQ,PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCT 3.5,,,,
3136AJJV9,AGYCMOFIXED,,100,"EXCH,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCI 2.5,,,,
3136AJK21,AGYCMOFIXED,,100,SEQ,PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCL   3,,,,
3136AJPD2,AGYCMOFIXED,,100,"Z,SEQ",PSA,Agncy CMO Z,CMO,FIXED,Mtge,FNHLC4.5,,,,
3133T4GE0,AGYCMOARM,,100,"FLT,DLY+",PSA,Agncy CMO FLT,CMO,FLOATING,Mtge,GNSF 7.5,,,,
3133T93Y9,AGYCMOARM,,100,"SC,FLT+",PSA,Agncy CMO FLT,CMO,FLOATING,Mtge,FGLMC7.5,,,,
3133TQPC5,AGYCMOFIXED,,100,"SC,Z,+",PSA,Agncy CMO Z,CMO,FIXED,Mtge,FGLMC  7,,,,
3133XKQX6,USAGCY,GOVT AGENCY,,,,GLOBAL,,FIXED,Govt,,,,,
3133XRFZ8,USAGCY,GOVT AGENCY,,,,US DOMESTIC,,FIXED,Govt,,,,,
3137A3NJ4,AGYCMOFIXED,,100,"AD,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FGLMC  4,,,,
3137A4DK0,AGYCMOFIXED,,100,"AD,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FGLMC  4,,,,
3137A4J40,AGYCMOFIXED,,100,SUP,PSA,Agncy CMO Other,CMO,FIXED,Mtge,FGLMC4.5,,,,
3137A4J81,AGYCMOFIXED,,100,PAC(11),PSA,Agncy CMO Other,CMO,FIXED,Mtge,FGLMC4.5,,,,
3137A4PM3,AGYCMOFIXED,,100,"Z,SUP",PSA,Agncy CMO Z,CMO,FIXED,Mtge,FGLMC  5,,,,
3136A1KK0,AGYCMOFIXED,,100,"Z,SEQ",PSA,Agncy CMO Z,CMO,FIXED,Mtge,FNCL   5,,,,
3136A1WW1,AGYCMOFIXED,,100,"AD,SEQ",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCL 3.5,,,,
3136A1XK6,AGYCMOFIXED,,100,"EXCH,+",,Agncy CMO Other,CMO,FIXED,Mtge,FNCL 3.5,,,,
3136A1YV1,AGYCMOFIXED,,100,SEQ,PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNHLCQ 5,,,,
3136A22J1,AGYCMOFIXED,,100,"EXCH,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCL 4.5,,,,
3136AJRY4,AGYCMOFIXED,,100,"EXCH,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNHLC3.5,,,,
3136AJTD8,AGYCMOFIXED,,100,SEQ,PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNHLCQ 4,,,,
3136AJUQ7,AGYCMOFIXED,,100,"EXCH,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCL   3,,,,
3136AKB85,AGYCMOFIXED,,100,"AD,SEQ",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNHLCQ 4,,,,
3136AKMJ9,AGYCMOFIXED,,100,"EXCH,AD+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCL   5,,,,
3137A4SP3,AGYCMOFIXED,,100,"EXCH,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FGLMC  6,,,,
3137A4TE7,AGYCMOFIXED,,100,"SC,EXCH+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FGCI   4,,,,
3137A5AS3,AGYCMOFIXED,,100,PAC(11),PSA,Agncy CMO Other,CMO,FIXED,Mtge,FGLMC  5,,,,
3137A5CV4,AGYCMOFIXED,,100,"SC,SUP",,Agncy CMO Other,CMO,FIXED,Mtge,FGLMC  4,,,,
3137A5DS0,AGYCMOFIXED,,100,"EXCH,+",,Agncy CMO Other,CMO,FIXED,Mtge,FGTW   4,,,,
3133XUMS9,USAGCY,GOVT AGENCY,,,,US DOMESTIC,,FIXED,Govt,,,,,
31347AL44,AGYMBSARM,,,84,CPR,MBS ARM,Pool,FLOATING,Mtge,FHARM,,,,
31347AP57,AGYMBSARM,,,84,CPR,MBS ARM,Pool,FLOATING,Mtge,FHARM,,,,
31347AQA5,AGYMBSARM,,,84,CPR,MBS ARM,Pool,FLOATING,Mtge,FHARM,,,,
31347AT61,AGYMBSARM,,,84,CPR,MBS ARM,Pool,FLOATING,Mtge,FHARM,,,,
31358E3Z3,AGYCMOFIXED,,100,Z,PSA,Agncy CMO Z,CMO,FIXED,Mtge,FNCL  10,,,,
3136A4XJ3,AGYCMOFIXED,,100,"AD,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCL 4.5,,,,
3136A5YG5,AGYCMOFIXED,,100,PT,PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCI 3.5,,,,
3136A64Q4,AGYCMOFIXED,,100,SEQ,PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNHLCQ 4,,,,
3136A6AS3,AGYCMOFIXED,,100,PAC(22),PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCL   5,,,,
3136A6AW4,AGYCMOFIXED,,100,PAC(11),PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNJMC3.5,,,,
3136ALA76,AGYCMOFIXED,,100,"SC,EXCH+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNRE 2.9,,,,
3136ALMK4,AGYCMOFIXED,,100,"AD,SEQ",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCL   3,,,,
3136ALNR8,AGYCMOFIXED,,100,SEQ,PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNHLC3.5,,,,
3136ALX55,AGYCMOFIXED,,100,"EXCH,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNRE 3.2,,,,
3136ALY88,AGYCMOFIXED,,100,"AD,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCL 4.5,,,,
3136A2F57,AGYCMOFIXED,,100,SEQ,PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCT 3.5,,,,
3136A2GZ0,AGYCMOFIXED,,100,SEQ,PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCT   4,,,,
3136A2KL6,AGYCMOFIXED,,100,"EXCH,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCL 4.5,,,,
3136A2PA5,AGYCMOFIXED,,100,"EXCH,PT",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCN   3,,,,
3136A2YD9,AGYCMOFIXED,,100,"EXCH,AD+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNJMC4.5,,,,
31358FTM1,AGYCMOFIXED,,100,"Z,PAC",PSA,Agncy CMO Z,CMO,FIXED,Mtge,FNCL 9.5,,,,
31358J5D9,AGYCMOARM,,100,FLT,PSA,Agncy CMO FLT,CMO,FLOATING,Mtge,GNSF 9.5,,,,
31358JY39,AGYCMOFIXED,,100,TAC(11),PSA,Agncy CMO Other,CMO,FIXED,Mtge,GNSF 9.5,,,,
31359FP93,AGYCMOARM,,100,"FLT,DLY+",PSA,Agncy CMO FLT,CMO,FLOATING,Mtge,FNCL   7,,,,
31359T3Y2,AGYCMOFIXED,,100,SEQ,PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCL   7,,,,
3136AGZA3,AGYCMOFIXED,,100,SEQ,PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCT   3,,,,
3136AH2J8,AGYCMOFIXED,,100,"AD,SEQ",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNJMCK 3,,,,
3136AH4Y3,AGYCMOFIXED,,100,"AD,SEQ",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCT   3,,,,
3136AHRE2,AGYCMOFIXED,,100,"SC,EXCH+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCL   5,,,,
3136AJ6B7,AGYCMOFIXED,,100,"AD,SEQ",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCL   3,,,,
3136A6LW2,AGYCMOFIXED,,100,"EXCH,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCL   4,,,,
3136A6MD3,AGYCMOFIXED,,100,"SC,AD,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCL   5,,,,
3136A7D66,AGYCMOFIXED,,100,"EXCH,PT",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNJMC3.5,,,,
3136A7J86,AGYCMOFIXED,,100,"SC,EXCH+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNIONP 6,,,,
3136A7P97,AGYCMOFIXED,,100,PAC(11),PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCL 4.5,,,,
3136AHTQ3,AGYCMOFIXED,,100,PAC,PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCL 4.5,,,,
3136AHU57,AGYCMOFIXED,,100,SEQ,PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCI 2.5,,,,
3136AHXE5,AGYCMOFIXED,,100,SEQ,PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNHLC2.5,,,,
3136AHYX2,AGYCMOFIXED,,100,"EXCH,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCT   3,,,,
3136AJ3P9,AGYCMOFIXED,,100,"EXCH,AD+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCT 3.5,,,,
3135G0WJ8,USAGCY,GOVT AGENCY,,,,GLOBAL,,FIXED,Govt,,,,,
3136026D1,AGYCMOFIXED,,,PAC(11),,Agncy CMO Other,CMO,FIXED,Mtge,FNCL 8.5,,,,
3136A0A64,AGYCMOFIXED,,100,"Z,AD,+",PSA,Agncy CMO Z,CMO,FIXED,Mtge,FNCL   5,,,,
3136A0HY6,AGYCMOFIXED,,100,"SC,AD,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCI   4,,,,
3136A0PE1,AGYCMOFIXED,,100,SEQ,PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCI 3.5,,,,
31359WHJ3,AGYCMOFIXED,,100,SEQ,PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCL   6,,,,
3135G0E33,USAGCY,GOVT AGENCY,,,,US DOMESTIC,,FIXED,Govt,,,,,
3135G0N33,USAGCY,GOVT AGENCY,,,,GLOBAL,,FIXED,Govt,,,,,
3135G0Q89,USAGCY,GOVT AGENCY,,,,GLOBAL,,FIXED,Govt,,,,,
3135G0UR2,MUNITAX,GOVT AGENCY,,,,GLOBAL,,FIXED,Govt,,,,,
3135G0ZB2,USAGCY,GOVT AGENCY,,,,GLOBAL,,FIXED,Govt,,,,,
3136A2BX0,AGYCMOFIXED,,100,PAC(11),,Agncy CMO Other,CMO,FIXED,Mtge,FNJMCK 4,,,,
3136A2JV6,AGYCMOFIXED,,100,"AD,SEQ",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCL   5,,,,
3136A2QS5,AGYCMOFIXED,,100,SEQ,PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCT 3.5,,,,
3136A3GB1,AGYCMOFIXED,,100,"EXCH,AD+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCL   5,,,,
3136A3LD1,AGYCMOFIXED,,100,PAC(11),PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNJMCK 4,,,,
3136A7RP9,AGYCMOFIXED,,100,SEQ,PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNHLC3.5,,,,
3136A7VG4,AGYCMOFIXED,,100,"AD,SEQ",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNRE   3,,,,
3136A7WX6,AGYCMOFIXED,,100,"AD,SEQ",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNHLC3.5,,,,
3136A7YM8,AGYCMOFIXED,,100,PAC(11),PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCL 4.5,,,,
3136A85T3,AGYCMOFIXED,,100,SEQ,PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCI 3.5,,,,
31359RD41,AGYCMOFIXED,,100,"Z,SEQ",PSA,Agncy CMO Z,CMO,FIXED,Mtge,FNCL   6,,,,
31359UNJ0,AGYCMOFIXED,,100,"Z,SEQ",PSA,Agncy CMO Z,CMO,FIXED,Mtge,G2SF 6.5,,,,
3135G0T94,USAGCY,GOVT AGENCY,,,,GLOBAL,,FIXED,Govt,,,,,
3135G0ZF3,USAGCY,GOVT AGENCY,,,,GLOBAL,,FIXED,Govt,,,,,
3136A0EV5,AGYCMOFIXED,,100,"EXCH,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCI 3.5,,,,
3136A0J81,AGYCMOFIXED,,100,PAC(11),PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCL   6,,,,
3136A35Z0,AGYCMOFIXED,,100,"AD,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCL 4.5,,,,
3136A3LF6,AGYCMOFIXED,,100,PAC(11),PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNJMCK 4,,,,
3136A3ZC8,AGYCMOFIXED,,100,"SC,EXCH+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNJMCK 4,,,,
3136A4UC1,AGYCMOFIXED,,100,PAC(11),PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCL   5,,,,
3136A5W51,AGYCMOFIXED,,100,"AD,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNJMCK 4,,,,
3136A12K0,AGYCMOFIXED,,100,SEQ,PSA,Agncy CMO Other,CMO,FIXED,Mtge,FN     7,,,,
3136A1XV2,AGYCMOFIXED,,100,SEQ,PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCT 3.5,,,,
3136A1YK5,AGYCMOFIXED,,100,SEQ,PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNHLCQ 5,,,,
3136A34W8,AGYCMOFIXED,,100,"SC,EXCH+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCN   3,,,,
3136A3BT7,AGYCMOFIXED,,100,"EXCH,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCT 3.5,,,,
3135G0ZY2,USAGCY,GOVT AGENCY,,,,US DOMESTIC,,FIXED,Govt,,,,,
3136A0ET0,AGYCMOFIXED,,100,"EXCH,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCI 3.5,,,,
3136A0LU9,AGYCMOFIXED,,100,AS,PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCI   3,,,,
3136A0SC2,AGYCMOFIXED,,100,SEQ,PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCI 3.5,,,,
3136A0U70,AGYCMOFIXED,,100,PT,PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCZ   6,,,,
3136AM6D6,AGYCMOFIXED,,100,"AD,SEQ",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNJMCK 3,,,,
3136AMVG1,AGYCMOFIXED,,100,"EXCH,AD+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCL   4,,,,
3136AMW47,AGYCMOFIXED,,100,"AD,SEQ",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNHLC4.5,,,,
3136AN6T9,KFRED,,,SEQ,CPY,Agncy CMBS,CMBS,FIXED,Mtge,MULTI3.2,,,,
3136ANLT2,AGYCMOFIXED,,100,"SC,PT",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCT 3.5,,,,
3137A5HP2,AGYCMOFIXED,,100,SEQ,PSA,Agncy CMO Other,CMO,FIXED,Mtge,FGCI 3.5,,,,
3137A5M43,AGYCMOFIXED,,100,SEQ,,Agncy CMO Other,CMO,FIXED,Mtge,FGLMC  4,,,,
3137A5US1,AGYCMOFIXED,,100,"EXCH,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FGLMC  4,,,,
3137A5VY7,AGYCMOFIXED,,100,"EXCH,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FGCI 3.5,,,,
3137A5Z64,AGYCMOFIXED,,100,"EXCH,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FGLMC  4,,,,
3136ANP27,AGYCMOFIXED,,100,"EXCH,PT",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCL   7,,,,
3136ANTG2,AGYCMOFIXED,,100,PAC(11),PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCL 4.5,,,,
3136APCY6,AGYCMOFIXED,,100,"AD,SEQ",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNJMC3.5,,,,
3136APRP9,AGYCMOFIXED,,100,"EXCH,AD+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCL 4.5,,,,
3136APX31,AGYCMOFIXED,,100,"SC,EXCH+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCL   3,,,,
3136AJ6Z4,KFRED,,,SEQ,CPY,Agncy CMBS,CMBS,FIXED,Mtge,MULTI5.4,,,,
3136AJRA6,AGYCMOFIXED,,100,"AD,SEQ",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCT   3,,,,
3136AJU95,AGYCMOFIXED,,100,"AD,SEQ",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCL   3,,,,
3136AK4G5,AGYCMOFIXED,,100,"EXCH,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNGL 3.5,,,,
3136AKAA1,AGYCMOFIXED,,100,PT,PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCI   4,,,,
3136A8CD0,AGYCMOFIXED,,100,"Z,SEQ",PSA,Agncy CMO Z,CMO,FIXED,Mtge,FNCL   6,,,,
3136A8SS0,AGYCMOFIXED,,100,"EXCH,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCL 3.5,,,,
3136A8YV6,AGYCMOFIXED,,100,"AD,SEQ",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNHLC4.5,,,,
3136A8ZR4,AGYCMOFIXED,,100,"AD,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNJMC3.5,,,,
3136A9EA2,AGYCMOFIXED,,100,SEQ,PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCL   7,,,,
3136A0PR2,AGYCMOFIXED,,100,"EXCH,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCI 3.5,,,,
3136A0UQ8,AGYCMOFIXED,,100,"SC,EXCH+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNRE 3.5,,,,
3136A0YR2,AGYCMOFIXED,,100,PAC(11),PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCL   5,,,,
3136A1CJ2,AGYCMOFIXED,,100,SEQ,PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNHLCQ 5,,,,
3136A1KE4,AGYCMOFIXED,,100,"Z,SEQ",PSA,Agncy CMO Z,CMO,FIXED,Mtge,FNCL 4.5,,,,
3136AQAQ3,AGYCMOFIXED,,100,"SC,SEQ",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCL   4,,,,
3136AQAV2,AGYCMOFIXED,,100,"EXCH,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCL   4,,,,
3136AQCT5,AGYCMOFIXED,,100,SEQ,PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCT   3,,,,
3136AQE55,AGYCMOFIXED,,100,"EXCH,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNHLCQ 4,,,,
3136AQP79,AGYCMOFIXED,,100,"EXCH,PT",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNHLC3.5,,,,
3136A9FK9,AGYCMOFIXED,,100,"Z,SEQ",PSA,Agncy CMO Z,CMO,FIXED,Mtge,FNHLC4.5,,,,
3136A9GU6,AGYCMOFIXED,,100,"SC,EXCH+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNJMCK 4,,,,
3136A9WP9,AGYCMOFIXED,,100,"EXCH,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCT   3,,,,
3136A9XP8,AGYCMOFIXED,,100,PT,PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCL   6,,,,
3136AA5U5,AGYCMOFIXED,,100,PAC(11),PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCL 3.5,,,,
3136AABT1,AGYCMOFIXED,,100,PAC(11),PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNJMCK 3,,,,
3136AAEP6,AGYCMOFIXED,,100,PAC(11),PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCL 4.5,,,,
3136AAWS0,AGYCMOFIXED,,100,"SC,EXCH+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCL   4,,,,
3136AB5U3,AGYCMOFIXED,,100,"EXCH,AD+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCL   4,,,,
3136ABFD0,AGYCMOFIXED,,100,"AD,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCL 3.5,,,,
3136AJAE6,AGYCMOFIXED,,100,"SC,PT",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCL 5.5,,,,
3136AJAK2,AGYCMOFIXED,,100,"AD,SEQ",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNJMCK 3,,,,
3136AJDB9,AGYCMOFIXED,,100,"AD,SEQ",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCT   3,,,,
3136AJJ98,AGYCMOFIXED,,100,SEQ,PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCL   3,,,,
3136AJQZ2,AGYCMOFIXED,,100,SEQ,PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCT   3,,,,
3136A5ZW9,AGYCMOFIXED,,100,"AD,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNJMC3.5,,,,
3136A6G99,AGYCMOFIXED,,100,"EXCH,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCL 4.5,,,,
3136A6HC1,AGYCMOFIXED,,100,"SC,AD,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCL 4.5,,,,
3136A6LK8,AGYCMOFIXED,,100,PAC(11),PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCL   4,,,,
3136A6TC8,AGYCMOFIXED,,100,"AD,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCL   4,,,,
3136AJRE8,AGYCMOFIXED,,100,"AD,SEQ",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCT   3,,,,
3136AJTU0,AGYCMOFIXED,,100,"SC,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNJMCK 4,,,,
3136AKNC3,AGYCMOFIXED,,100,"EXCH,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNJMC3.5,,,,
3136AKQT3,KFRED,,,"W,PT",CPY,Agncy CMBS,CMBS,VARIABLE,Mtge,MULTI3.3,,,,
3136AKRQ8,AGYCMOFIXED,,100,"EXCH,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNHLCQ 4,,,,
3136A1U94,AGYCMOFIXED,,100,PAC(22),PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCL 4.5,,,,
3136A24T7,AGYCMOFIXED,,100,"AD,+",,Agncy CMO Other,CMO,FIXED,Mtge,FNJMCK 4,,,,
3136A2CT8,AGYCMOFIXED,,100,"EXCH,AD+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCL 4.5,,,,
3136A2DH3,AGYCMOFIXED,,100,"EXCH,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNJMCK 4,,,,
3136A2LV3,AGYCMOFIXED,,100,"EXCH,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCT 3.5,,,,
3136A3NK3,AGYCMOFIXED,,100,SEQ,PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCT 3.5,,,,
3136A3X97,AGYCMOFIXED,,100,PAC(11),PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCL 4.5,,,,
3136A4DA4,AGYCMOFIXED,,100,SEQ,PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCT 3.5,,,,
3136A4GL7,AGYCMOFIXED,,100,"AD,SEQ",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNHLC4.5,,,,
3136A4M55,KFRED,,,SEQ,CPY,Agncy CMBS,CMBS,FIXED,Mtge,MULTI3.3,,,,
3136A3TC5,AGYCMOFIXED,,100,"AD,PAC",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNJMCK 4,,,,
3136A4KD0,AGYCMOFIXED,,100,"AD,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCL 4.5,,,,
3136A4KX6,AGYCMOFIXED,,100,PAC(11),PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNJMC3.5,,,,
3136A4MU0,AGYCMOFIXED,,100,"AD,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNJMCK 4,,,,
3136A4VM8,AGYCMOFIXED,,100,"AD,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCL 4.5,,,,
3136AQU73,AGYCMOFIXED,,100,"SC,EXCH+",PSA,Agncy CMO Other,CMO,VARIABLE,Mtge,FN   3.8,,,,
3136AQUZ1,AGYCMOFIXED,,100,"SC,EXCH+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCL 4.5,,,,
3136ARHX9,AGYCMOFIXED,,100,"EXCH,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCL   7,,,,
3136ASYL4,AGYCMOFIXED,,100,"EXCH,AD+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCL 3.5,,,,
3136ATVU5,AGYCMOFIXED,,100,PT,PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNHLCQ 4,,,,
3136A4NH8,AGYCMOFIXED,,100,"Z,SEQ",PSA,Agncy CMO Z,CMO,FIXED,Mtge,FNHLC4.5,,,,
3136A4TX7,KFRED,,,SEQ,CPY,Agncy CMBS,CMBS,FIXED,Mtge,MULTI3.4,,,,
3136A4UR8,AGYCMOFIXED,,100,"AD,SEQ",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNHLC4.5,,,,
3136A5DW3,AGYCMOFIXED,,100,"AD,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNJMCK 4,,,,
3136A6A20,AGYCMOFIXED,,100,PT,PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCI   4,,,,
3136A6RY2,AGYCMOFIXED,,100,"AD,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCL 4.5,,,,
3136A6VW1,AGYCMOFIXED,,100,SEQ,PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCL   7,,,,
3136A6YB4,AGYCMOFIXED,,100,"EXCH,+",PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNHLCQ 4,,,,
3136A7BW1,AGYCMOFIXED,,100,PAC(11),PSA,Agncy CMO Other,CMO,FIXED,Mtge,FNCT 3.5,,,,
